run_id,kernel,load_type,pred_class,latency_ms,timestamp_us
14,rt,combined,0,5.408,1783578253286673
15,rt,combined,0,5.506,1783578253292726
16,rt,combined,0,5.515,1783578253298834
17,rt,combined,0,5.785,1783578253305208
18,rt,combined,0,6.150,1783578253311936
19,rt,combined,0,5.754,1783578253318171
20,rt,combined,0,5.661,1783578253324328
21,rt,combined,0,5.227,1783578253330149
22,rt,combined,0,5.740,1783578253336381
23,rt,combined,0,5.811,1783578253342930
24,rt,combined,0,5.889,1783578253349421
25,rt,combined,0,5.777,1783578253355924
26,rt,combined,0,5.932,1783578253362427
27,rt,combined,0,6.258,1783578253369311
28,rt,combined,0,6.044,1783578253376035
29,rt,combined,0,6.355,1783578253383041
30,rt,combined,0,6.760,1783578253390431
31,rt,combined,0,6.124,1783578253397179
32,rt,combined,0,6.422,1783578253404280
33,rt,combined,0,5.893,1783578253410930
34,rt,combined,0,7.787,1783578253419595
35,rt,combined,0,7.028,1783578253428338
36,rt,combined,0,7.200,1783578253437111
37,rt,combined,0,6.652,1783578253444980
38,rt,combined,0,5.412,1783578253451037
39,rt,combined,0,5.174,1783578253457043
40,rt,combined,0,6.458,1783578253464227
41,rt,combined,0,5.517,1783578253470726
42,rt,combined,0,5.698,1783578253477159
43,rt,combined,0,5.421,1783578253483214
44,rt,combined,0,5.665,1783578253489505
45,rt,combined,0,5.221,1783578253495427
46,rt,combined,0,5.869,1783578253502003
47,rt,combined,0,5.766,1783578253508516
48,rt,combined,0,5.569,1783578253514963
49,rt,combined,0,5.623,1783578253521226
50,rt,combined,0,5.512,1783578253527394
51,rt,combined,0,6.644,1783578253534847
52,rt,combined,0,6.551,1783578253542630
53,rt,combined,0,6.192,1783578253549822
54,rt,combined,0,5.995,1783578253558752
55,rt,combined,0,10.635,1783578253572609
56,rt,combined,0,18.120,1783578253600110
57,rt,combined,0,19.776,1783578253626005
58,rt,combined,0,17.625,1783578253651594
59,rt,combined,0,22.076,1783578253677794
60,rt,combined,0,22.477,1783578253703558
61,rt,combined,0,18.091,1783578253724159
62,rt,combined,0,20.907,1783578253749125
63,rt,combined,0,18.673,1783578253768350
