run_id,kernel,load_type,pred_class,latency_ms,timestamp_us
14,vanilla,memory,1,5.742,1783388153790759
15,vanilla,memory,1,5.094,1783388153797269
16,vanilla,memory,1,4.782,1783388153803525
17,vanilla,memory,1,4.179,1783388153808992
18,vanilla,memory,1,3.675,1783388153813568
19,vanilla,memory,1,3.624,1783388153818073
20,vanilla,memory,4,3.676,1783388153822835
21,vanilla,memory,1,3.874,1783388153827597
22,vanilla,memory,1,3.540,1783388153831991
23,vanilla,memory,1,3.671,1783388153836495
24,vanilla,memory,1,3.493,1783388153840992
25,vanilla,memory,1,3.635,1783388153845504
26,vanilla,memory,4,3.583,1783388153849950
27,vanilla,memory,1,3.594,1783388153854539
28,vanilla,memory,1,3.550,1783388153859069
29,vanilla,memory,1,3.759,1783388153863703
30,vanilla,memory,1,3.642,1783388153868204
31,vanilla,memory,1,3.776,1783388153872819
32,vanilla,memory,1,4.201,1783388153878430
33,vanilla,memory,1,13.839,1783388153894482
34,vanilla,memory,1,14.099,1783388153911122
35,vanilla,memory,1,13.083,1783388153926657
36,vanilla,memory,1,14.383,1783388153943181
37,vanilla,memory,1,12.095,1783388153957507
38,vanilla,memory,1,7.170,1783388153966767
39,vanilla,memory,1,4.990,1783388153973213
40,vanilla,memory,1,5.061,1783388153979589
41,vanilla,memory,1,4.979,1783388153985870
42,vanilla,memory,4,5.338,1783388153992626
43,vanilla,memory,4,4.978,1783388153999100
44,vanilla,memory,1,3.632,1783388154003848
45,vanilla,memory,1,3.662,1783388154008428
46,vanilla,memory,1,3.591,1783388154012953
47,vanilla,memory,1,3.585,1783388154017399
48,vanilla,memory,1,3.604,1783388154021832
49,vanilla,memory,1,3.503,1783388154026423
50,vanilla,memory,1,3.562,1783388154030978
51,vanilla,memory,1,3.558,1783388154035390
52,vanilla,memory,1,3.547,1783388154039794
53,vanilla,memory,1,3.699,1783388154044359
54,vanilla,memory,1,3.569,1783388154048849
55,vanilla,memory,1,3.663,1783388154053361
56,vanilla,memory,1,3.682,1783388154058571
57,vanilla,memory,1,14.559,1783388154075281
58,vanilla,memory,1,13.740,1783388154091251
